case_number,category_1,category_2,category_3,granular_cluster_id,parent_cluster_id
9988502,WSG Programmes and Initiatives,Workfare Skills Support,Processes - Training Allowance,5,1
9988508,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,6,1
9988512,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9999238,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,5,1
9988538,WSG Programmes and Initiatives,MyCareersFuture,Processes - MyCareersFuture features (Individuals),4,1
9988580,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",6,1
9988681,Employment Assistance and Career Services,Workshops and Career Fairs,Programme Information,1,1
9988685,"Grants, Awards and Funding Programmes or Systems",Course Fee Funding Support,Purpose and Objective - WSQ,13,1
9988703,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9988741,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",6,1
9988746,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,11,1
9988761,"Training Programmes, Training Systems and Advisory Services",WSQ Electronic Certificates (e-Certs),SOA not generated due to non uploading of Assessment Result,3,1
9988763,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9988765,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,12,1
9988776,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,1,1
9988785,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Non-WSG Enquiries,1,1
9988795,Employment Assistance and Career Services,Career Advisory and Coaching,Career Services (LLI),7,1
9988800,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),"Guidelines, Processes and timeline - Submit Claims",11,1
9988804,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,13,1
9988822,WSG Programmes and Initiatives,SGUnited Mid-Career Pathways Programme,Processes - Application,4,1
9988841,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Edit Backdated Course Runs and Sessions,1,1
9988852,WSG Programmes and Initiatives,Workfare Skills Support,Eligibility Criteria - Workfare Skill Support,13,1
9988863,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,13,1
9988882,WSG Programmes and Initiatives,Workfare Skills Support,Training Allowance Claim Status,6,1
9988893,WSG Programmes and Initiatives,Workfare Skills Support,Processes - Training Allowance,4,1
9988952,Employment Assistance and Career Services,Career Advisory and Coaching,Cancel Existing Appointment (LLI),6,1
9989005,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Claim status,11,1
9989034,Employment Assistance and Career Services,Career Advisory and Coaching,Career Services - Others,1,1
9989041,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9989043,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989113,Regulations,Skills Development Levy (SDL),Payment,13,1
9989127,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989153,WSG Programmes and Initiatives,Career Trial,Processes - Application for Host Organisations,13,1
9989155,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Edit or Cancellation,4,1
9989156,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,3,1
9989164,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
9989167,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,7,1
9990278,WSG Programmes and Initiatives,Workfare Skills Support,Training Commitment Award Claim Status,7,1
9989199,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9989204,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,1,1
9989207,Regulations,Skills Development Levy (SDL),Refund,13,1
9989239,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989243,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,1,1
9989245,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Eligibility Criteria - Course Eligibility,9,1
9989258,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Requests - Grant,5,1
9989271,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Non-SSG Enquiries,4,1
9989290,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,1,1
9989295,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9989320,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9989321,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",5,1
9989331,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Workfare Income Supplement,9,1
9989366,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for SME Funding,1,1
9989371,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9989391,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9989398,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Profile and Account",13,1
9989439,WSG Programmes and Initiatives,SGUnited Mid-Career Pathways Programme,Processes - Application,3,1
9989470,Regulations,Skills Development Levy (SDL),Payment,4,1
9989504,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
9989513,Employment Assistance and Career Services,Career Advisory and Coaching,Career Services - Others,4,1
9989551,Employment Assistance and Career Services,Career Advisory and Coaching,Reschedule Existing Appointment (WCC),9,1
9989562,"Training Programmes, Training Systems and Advisory Services",WSQ Electronic Certificates (e-Certs),"Guidelines, Processes and Timeline",8,1
9989584,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",13,1
9989599,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9989606,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",11,1
10001628,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",11,1
9989620,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Eligibility Criteria - Grant,1,1
9989646,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9989654,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Enterprise Credit (SFEC),"Guidelines, Processes and Timeline - Disbursement",6,1
9989667,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,"Guidelines, Processes and Timeline - Attendance",5,1
9989681,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9989687,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9989716,WSG Programmes and Initiatives,Part Time Re-Employment Grant,Programme Information,5,1
9989738,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,12,1
9989759,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for SME Funding,6,1
9989784,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",4,1
9989787,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989794,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989796,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",10,1
9989817,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9989820,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Purpose and Objective - Course Search,5,1
9989825,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,5,1
9989831,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,5,1
9989852,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,7,1
9989861,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9989879,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9989890,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",13,1
9989899,WSG Programmes and Initiatives,Part Time Re-Employment Grant,Processes - Application,5,1
10012669,WSG Programmes and Initiatives,Part Time Re-Employment Grant,Processes - Application,5,1
9989902,"Training Programmes, Training Systems and Advisory Services",MySkillsFuture Portal,Technical Support - General,9,1
9989952,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,13,1
9990001,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
9990006,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),Requests - Claim status,13,1
9990013,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,"Guidelines, Processes and Timeline - Submit AP on Enterprise Portal for Jobs & Skills",6,1
9990045,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,"Guidelines, Processes and Timeline - Submit Absentee Payroll (AP)",8,1
9990057,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,Purpose and Objective,10,1
9990077,Employment Assistance and Career Services,Employment Assistance,Employment Faciliation,8,1
9990078,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,1,1
9990079,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,8,1
9990090,Divisional Matters,SSG Divisional Matters,One Call Centre (OCC) - Others,1,1
9990091,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),6,1
9990276,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),6,1
9991377,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),6,1
9992714,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),6,1
9992806,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Purpose and Objective - Absentee Payroll (AP),6,1
9993276,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,"Guidelines, Processes and Timeline - Submit AP on Enterprise Portal for Jobs & Skills",6,1
9993561,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,6,1
9994856,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Appeal for Absentee Payroll (AP) funding,6,1
10003524,"Grants, Awards and Funding Programmes or Systems",Absentee Payroll (AP) Funding,Purpose and Objective,6,1
9990108,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,5,1
9990118,Employment Assistance and Career Services,Workshops and Career Fairs,Programme Information,9,1
9990125,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Course Search",13,1
9990177,Regulations,Skills Development Levy (SDL),Payment,4,1
9990180,Regulations,Skills Development Levy (SDL),Payment,4,1
9990178,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9990247,"Training Programmes, Training Systems and Advisory Services",Course Applications,Eligibility Criteria - Course Funding Eligibility Criteria,4,1
9990248,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,3,1
9990250,"Grants, Awards and Funding Programmes or Systems",SkillsFuture Credit (SFC),"Guidelines, Processes and timeline - Submit Claims",2,1
9990253,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,11,1
9990281,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,2,1
9990288,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,Technical Support,1,1
9990289,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,4,1
9990304,"Training Programmes, Training Systems and Advisory Services",Enterprise Portal for Jobs & Skills,Request - Status of Absentee Payroll (AP) Submission,6,1
9990321,Divisional Matters,SSG Divisional Matters,Levy and Incentive Management (LIMD) - Others,9,1
9990327,"Grants, Awards and Funding Programmes or Systems",SingPass e-attendance - Appeal,Appeal,6,1
9990332,Divisional Matters,WSG Divisional Matters,One Call Centre (OCC) - Others,13,1
9990410,"Grants, Awards and Funding Programmes or Systems",TPGateway - SSG,"Guidelines, Processes and Timeline - Organisation Registration",3,1
